,listing_link,product_name,img_url,listing_upload_date
22,https://www.carousell.sg/p/gcycle-foldable-bike-folding-bicycle-road-bike-hybrid-mountain-bike-shimano-litepro-java-dahon-fnhon-crius-1129589835/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=22,Gcycle - foldable bike folding bicycle road bike hybrid mountain bike shimano litepro java Dahon fnhon crius,https://media.karousell.com/media/photos/products/2021/12/4/gcycle__foldable_bike_folding__1638624847_e8e5c830_progressive_thumbnail.jpg,3 hours ago
23,https://www.carousell.sg/p/%F0%9F%94%A5instocks%F0%9F%94%A5-26-inch-21-speeds-eg7-mountain-bike-mtb-bike-bicycle-mountain-bike-mountain-bicycle-mtb-eg7-1-3-days-delivery-%E2%98%8E%EF%B8%8Fwhatsapp-82998491%E2%98%8E%EF%B8%8F%F0%9F%92%A5-goodmansg-goodman-good-%F0%9F%92%A5-1069700025/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=23,🔥INSTOCKS🔥 26 inch 21 Speeds (EG7) Mountain Bike MTB | bike / bicycle | Mountain Bike / Mountain Bicycle / MTB ( EG7) [1-3 Days Delivery].☎️WhatsApp 82998491☎️💥 Goodmansg / Goodman / Good 💥,https://media.karousell.com/media/photos/products/2022/9/29/instocks_26_inch_21_speeds_eg7_1664427649_0a00ec39_progressive_thumbnail,4 hours ago
25,https://www.carousell.sg/p/2-children-s-bicycles-1259721180/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=25,2 Children's Bicycles,https://media.karousell.com/media/photos/products/2023/10/12/2_childrens_bicycles_1697112670_68ab6209_progressive_thumbnail.jpg,4 hours ago
27,https://www.carousell.sg/p/sg-stock-26%E2%80%9D-shimano-21-s-mountain-bike-mtb-bike-bicycle-mountain-bike-mountain-bicycle-mtb-1194623496/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=27,(SG STOCK)26” Shimano 21 S Mountain Bike MTB | bike/ bicycle | Mountain Bike / Mountain Bicycle/ MTB,https://media.karousell.com/media/photos/products/2023/8/17/sg_stock26_shimano_21_s_mounta_1692258996_85d36580_progressive_thumbnail.jpg,4 hours ago
28,https://www.carousell.sg/p/professional-bicycle-servicing-bicycle-maintenance-1257053965/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=28,Professional Bicycle Servicing | Bicycle Maintenance,https://media.karousell.com/media/photos/products/2023/9/27/professional_bicycle_servicing_1695792039_71e31c28_progressive_thumbnail,4 hours ago
29,https://www.carousell.sg/p/foldable-bicycle-1259718502/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=29,Foldable Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/foldable_bicycle_1697111599_d668530c_progressive_thumbnail.jpg,4 hours ago
30,https://www.carousell.sg/p/crius-master-d-disc-folding-bicycle-9-10-speed-shimano-s42-aero-wheels-hollowtech-crankset-1132144655/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=30,Crius Master D Disc Folding Bicycle 9/10 Speed Shimano S42 Aero Wheels Hollowtech crankset,https://media.karousell.com/media/photos/products/2023/1/5/crius_master_d_disc_folding_bi_1672922139_0726e679_progressive_thumbnail.jpg,4 hours ago
31,https://www.carousell.sg/p/btwin-16-inch-bicycle-dark-hero-decathlon-1259717614/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=31,Btwin 16 Inch Bicycle Dark Hero Decathlon,https://media.karousell.com/media/photos/products/2023/10/12/btwin_20_inch_bicycle_1697111250_cdec7f2a_progressive_thumbnail.jpg,4 hours ago
32,https://www.carousell.sg/p/customise-fnhon-gust-%E2%80%A2-foldable-bicycle-foldie-fold-folding-bike-%E2%80%A2-shimano-sora-tiagra-105-%E2%80%A2-406-451-litepro-silverock-schwalbe-promend-%E2%80%A2-customise-my-bicycle-personalise-stylish-safe-to-ride-directly-sourced-from-factories-1236043737/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=32,Customise Fnhon Gust • Foldable Bicycle Foldie Fold Folding Bike • Shimano Sora Tiagra 105 • 406 451 Litepro Silverock Schwalbe Promend • Customise My Bicycle : Personalise & Stylish : Safe To Ride : Directly Sourced From Factories,https://media.karousell.com/media/photos/products/2023/6/6/customise_fnhon_gust__foldable_1686068434_7cc5a805_progressive_thumbnail.jpg,4 hours ago
33,https://www.carousell.sg/p/b-win-bicycle-1259713992/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=33,B Win bicycle,https://media.karousell.com/media/photos/products/2023/10/12/b_win_bicycle_1697109756_3100f080_progressive_thumbnail.jpg,5 hours ago
34,https://www.carousell.sg/p/decathlon-kids-bicycle-1259713030/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=34,Decathlon kids bicycle,https://media.karousell.com/media/photos/products/2023/10/12/decathlon_kids_bicycle_1697109353_d47d7b70_progressive_thumbnail.jpg,5 hours ago
35,https://www.carousell.sg/p/foldable-bicycle-20-1259712099/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=35,"Foldable Bicycle 20""",https://media.karousell.com/media/photos/products/2023/10/12/foldable_bicycle_20_1697108990_abf10a6b_progressive_thumbnail.jpg,5 hours ago
36,https://www.carousell.sg/p/bicycle-1259712066/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=36,Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/bicycle_1697108979_ca6c7cd2_progressive_thumbnail.jpg,5 hours ago
37,https://www.carousell.sg/p/exitway-hybrid-bicycle-1259711907/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=37,Exitway Hybrid bicycle,https://media.karousell.com/media/photos/products/2023/10/12/bicycle_1697108911_9574dc46_progressive_thumbnail.jpg,5 hours ago
38,https://www.carousell.sg/p/b-w-bicycle-brompton-luggage-x2-1259711223/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=38,B&W Bicycle Brompton Luggage x2,https://media.karousell.com/media/photos/products/2023/10/12/bw_bicycle_brompton_luggage_x2_1697108638_b3f8c033_progressive_thumbnail.jpg,5 hours ago
40,https://www.carousell.sg/p/aleoca-foldable-bicycle-1259710932/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=0,Aleoca Foldable Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/aleoca_foldable_bicycle_1697108530_3db9f321_progressive_thumbnail.jpg,5 hours ago
41,https://www.carousell.sg/p/foldable-bicycle-1259710715/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=1,Foldable Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/foldable_bicycle_1697108444_05474680_progressive_thumbnail.jpg,5 hours ago
42,https://www.carousell.sg/p/foldable-bicycle-1259709725/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=2,Foldable Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/foldable_bicycle_1697108018_581aa10d_progressive_thumbnail.jpg,5 hours ago
43,https://www.carousell.sg/p/very-good-brand-kids-mountain-bicycle-for-sale-due-to-move-out-1259709231/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=3,Very good brand kids mountain bicycle for Sale due to move out,https://media.karousell.com/media/photos/products/2023/10/12/very_good_brand_kids_mountain__1697107816_43a0e6cc_progressive_thumbnail.jpg,5 hours ago
44,https://www.carousell.sg/p/24-giant-liv-enchant-xs-size-mountain-bike-bicycle-1255710651/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=4,"24"" Giant Liv Enchant XS Size Mountain Bike Bicycle",https://media.karousell.com/media/photos/products/2023/9/19/24_giant_liv_enchant_xs_size_m_1695127973_6052f50e_progressive_thumbnail.jpg,5 hours ago
46,https://www.carousell.sg/p/%F0%9F%94%A526%E2%80%9D-24speed-sample-mountain-bikes-bicycles-free-delivery-1259706002/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=6,🔥26” 24speed sample mountain bikes/bicycles free delivery,https://media.karousell.com/media/photos/products/2023/10/12/26_24speed_sample_mountain_bik_1697106515_b248c3be_progressive_thumbnail.jpg,5 hours ago
47,https://www.carousell.sg/p/forever-bicycle-1259705426/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=7,Forever Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/forever_bicycle_1697106268_0b46afb6_progressive_thumbnail.jpg,6 hours ago
48,https://www.carousell.sg/p/bicycle-1259705016/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=8,Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/bicycle_1697106103_cded021e_progressive_thumbnail.jpg,6 hours ago
49,https://www.carousell.sg/p/phoenix-folding-bicycle-1259704898/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=9,Phoenix Folding Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/phoenix_folding_bicycle_1697106062_47cde0c1_progressive_thumbnail.jpg,6 hours ago
50,https://www.carousell.sg/p/%F0%9F%94%A5sale-26%E2%80%9D-21speed-sample-mountain-bikes-bicycles-free-delivery-1259704831/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=10,🔥sale!26” 21speed sample mountain bikes/bicycles free delivery,https://media.karousell.com/media/photos/products/2023/10/12/26_21speed_sample_mountain_bik_1697106033_a91be465_progressive_thumbnail.jpg,6 hours ago
51,https://www.carousell.sg/p/ethereal-9-7kg-aluminium-trifold-a9-japan-shimano-sora-9-speed-foldable-bicycle-bike-foldie-1252909188/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=11,Ethereal 9.7KG Aluminium Trifold A9 Japan Shimano Sora 9 Speed Foldable Bicycle Bike Foldie,https://media.karousell.com/media/photos/products/2023/9/4/ethereal_97kg_aluminium_trifol_1693827751_0c010fa3_progressive_thumbnail,6 hours ago
52,https://www.carousell.sg/p/sg-new-arrival-promotion-24-26-inch-24speeds-bladed-wheels-foldable-shimano-tourney-folding-mountain-bike-mtb-bike-bicycle-mountain-bike-mountain-bicycle-mtb-1117756375/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=12,(SG New arrival promotion)24/26 inch 24Speeds bladed wheels foldable Shimano tourney folding Mountain Bike MTB | bike/ bicycle | Mountain Bike / Mountain Bicycle/ MTB,https://media.karousell.com/media/photos/products/2023/4/21/sg_stock2426_inch_24speeds_fol_1682052276_e7c1024a_progressive_thumbnail.jpg,6 hours ago
53,https://www.carousell.sg/p/twooc-bicycle-bell-1259698804/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=13,TWOOC bicycle bell,https://media.karousell.com/media/photos/products/2023/10/12/twooc_bicycle_bell_1697103635_bbb18c8d_progressive_thumbnail.jpg,6 hours ago
54,https://www.carousell.sg/p/shimano-27-speed-ethereal-hybrid-bicycle-full-hydraulic-front-suspension-bike-1083116010/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=cUbKBHTbxphU_9AB&t-referrer_sort_by=&t-tap_index=14,Shimano 27 Speed Ethereal Hybrid Bicycle Full Hydraulic Front Suspension Bike,https://media.karousell.com/media/photos/products/2023/8/8/shimano_27_speed_ethereal_hybr_1691479943_a5a5b101_progressive_thumbnail,6 hours ago
